rainfall_1h,rainfall_24h,rainfall_72h,slope_angle,soil_moisture_proxy,historical_landslide_count,landslide_occurred
0.62,9.8,20.51,39.6,18.0,7,0
29.41,165.21,388.75,45.7,64.4,5,1
29.02,162.87,244.68,31.2,49.0,8,0
5.05,38.28,70.04,30.6,31.0,9,0
5.83,87.25,259.41,32.6,46.5,6,0
42.79,157.26,421.09,41.3,54.1,6,1
49.79,158.74,380.73,24.6,63.5,8,1
18.83,130.29,237.17,33.9,44.0,5,1
5.33,45.33,113.92,39.8,29.8,11,0
0.4,19.47,138.44,36.0,36.1,7,0
4.07,22.06,75.92,33.5,28.7,7,0
29.56,160.95,265.41,40.0,41.2,7,1
2.94,11.91,81.71,12.0,26.6,8,0
5.41,36.17,132.01,37.4,23.7,5,0
0.68,21.25,85.31,26.8,29.0,7,0
0.91,22.72,51.42,17.4,31.8,8,0
12.46,71.13,121.61,36.1,23.2,7,0
2.14,26.67,79.02,43.0,28.5,6,0
2.19,15.88,45.03,30.9,27.8,6,0
2.94,60.77,165.05,39.6,40.6,6,0
20.37,88.57,195.67,44.9,35.8,8,0
0.53,51.09,93.48,42.5,23.8,7,0
10.25,41.42,77.88,45.1,24.9,5,0
2.51,35.88,78.59,37.9,33.8,4,0
11.36,70.42,154.02,32.6,26.9,5,0
28.79,99.48,167.96,19.2,30.7,7,0
2.57,49.59,106.49,30.0,28.4,9,0
0.83,3.08,57.74,25.3,20.9,4,0
0.94,25.08,57.84,49.4,25.6,8,0
8.53,60.97,213.07,30.6,48.4,6,0
0.94,21.94,91.36,33.0,23.1,3,0
1.81,30.6,95.02,36.4,28.8,5,0
1.37,8.64,99.62,32.3,29.9,6,0
2.64,35.47,68.89,45.6,25.2,10,0
0.46,12.03,43.93,27.0,16.5,7,0
11.66,57.96,130.58,33.6,29.9,3,0
11.8,58.75,145.24,26.1,31.3,7,0
3.2,24.31,73.3,21.4,30.5,7,0
5.68,49.05,130.27,27.1,35.1,10,0
6.16,65.04,124.93,31.7,24.7,5,0
8.3,52.42,109.57,28.6,29.0,6,0
4.41,21.74,56.96,26.5,23.2,3,0
4.28,33.82,56.83,20.7,35.5,7,0
5.99,51.09,151.5,31.3,36.6,6,0
7.29,34.07,111.17,20.0,25.7,13,0
2.55,20.16,46.21,38.1,20.7,8,0
2.41,29.61,61.0,32.7,24.2,7,0
1.89,13.52,27.95,20.3,24.6,4,0
4.78,22.59,89.72,29.5,31.4,6,0
2.68,13.72,188.03,26.0,39.8,6,0
4.66,29.36,67.04,34.6,25.7,8,0
3.13,15.25,87.21,42.7,28.0,5,0
10.87,54.74,181.86,17.0,37.5,13,0
0.46,6.27,14.91,32.9,15.0,12,0
5.09,28.06,146.02,30.7,34.3,13,0
5.14,28.22,60.0,37.4,23.1,12,0
45.95,225.39,434.52,33.7,55.2,3,1
3.28,62.07,153.91,26.0,47.5,9,0
9.66,67.51,154.62,29.4,37.0,14,0
1.98,27.97,172.75,25.6,37.3,7,0
12.31,82.8,118.04,40.6,29.9,7,0
13.6,44.99,146.49,32.2,38.3,4,0
6.31,31.02,57.66,47.2,20.0,3,0
8.89,38.26,115.26,31.5,30.0,4,0
5.7,18.74,43.71,26.3,19.6,5,0
34.16,96.06,268.43,19.9,50.5,3,0
20.41,78.76,172.91,17.6,33.2,14,0
1.99,11.13,34.42,19.3,28.9,10,0
1.0,72.16,178.85,34.1,37.4,6,0
2.03,54.14,220.98,36.1,46.0,8,0
5.72,111.87,224.82,19.4,44.5,11,0
1.23,4.5,23.85,39.2,27.7,7,0
43.74,228.9,378.28,28.1,53.2,4,1
3.18,53.69,100.52,33.2,34.6,3,0
11.38,108.69,284.65,44.9,39.2,7,1
1.72,23.58,46.0,39.2,24.8,10,0
2.25,48.49,107.71,29.9,28.0,6,0
0.37,2.48,31.74,24.9,16.2,5,0
1.79,7.93,20.4,14.8,17.6,11,0
4.04,17.05,60.27,26.2,22.8,6,0
17.53,127.36,251.85,30.3,44.2,4,0
2.95,14.84,46.45,24.1,22.0,5,0
6.13,25.3,39.09,30.9,24.3,4,0
3.35,81.21,148.08,32.6,30.7,5,0
0.29,3.71,59.12,30.2,23.5,8,0
30.84,152.64,268.83,26.8,45.4,8,1
0.41,40.37,147.47,33.3,35.7,4,0
12.91,41.64,120.67,35.5,36.3,8,0
8.39,37.92,96.76,23.3,33.9,6,0
2.86,30.39,85.92,43.3,29.8,9,0
6.13,167.94,326.2,31.2,54.8,7,1
0.71,55.62,189.77,32.2,40.5,7,0
7.28,34.27,70.43,37.7,25.5,6,0
10.38,38.52,86.25,33.9,33.1,9,0
10.35,49.38,108.66,39.6,26.3,12,0
2.01,40.65,111.0,34.3,20.9,5,0
1.84,18.63,85.13,27.1,23.3,6,0
4.42,15.41,123.62,34.9,39.4,12,0
20.61,107.0,244.23,22.9,42.9,6,0
15.19,56.28,103.34,32.9,31.7,7,0
2.67,9.48,42.33,31.7,22.9,4,0
9.08,72.81,214.52,30.3,44.3,5,0
15.25,67.21,228.86,31.0,43.2,14,0
1.81,24.06,164.44,16.9,36.1,7,0
10.64,65.52,143.72,27.6,37.4,2,0
1.87,23.09,60.62,32.7,23.7,5,0
2.52,34.93,71.09,33.3,29.0,7,0
1.33,53.85,109.75,23.8,30.1,6,0
4.24,41.7,78.53,42.1,27.3,6,0
11.12,55.03,121.44,25.1,28.1,7,0
4.51,35.12,68.84,39.8,25.8,10,0
0.79,21.88,54.26,35.4,22.7,11,0
1.74,12.46,32.39,26.8,28.9,7,0
4.97,31.14,57.93,46.2,17.4,9,0
5.25,45.3,144.77,22.5,38.9,10,0
5.16,28.79,49.85,39.4,16.3,8,0
0.48,14.83,63.82,40.0,29.1,5,0
63.19,297.53,599.26,26.6,75.7,10,1
14.41,46.6,128.31,43.1,35.7,9,0
4.29,42.83,89.96,30.0,28.4,9,0
7.61,37.59,83.02,34.3,21.1,7,0
14.72,53.12,121.08,34.1,38.9,7,0
6.17,32.86,134.64,30.9,37.3,8,0
6.73,22.95,38.24,38.5,26.3,5,0
7.67,32.44,50.69,38.3,21.9,6,0
1.81,17.79,122.88,18.0,36.3,11,0
5.24,32.15,71.29,42.4,20.7,9,0
69.25,207.33,423.3,18.7,51.2,11,1
2.11,22.48,122.09,40.3,24.4,9,0
13.65,99.25,263.94,41.0,41.8,13,1
5.81,40.34,69.99,23.3,23.2,11,0
3.3,17.67,141.57,28.7,32.0,9,0
5.86,32.54,76.12,23.2,25.7,6,0
3.08,11.7,18.49,30.3,18.6,10,0
10.92,103.02,246.87,29.5,34.1,8,0
3.95,64.63,138.16,38.2,34.8,5,0
13.89,54.82,130.58,42.5,31.7,7,0
4.28,36.76,241.53,43.2,40.7,2,0
6.48,99.89,141.69,27.5,41.2,12,0
36.57,186.61,404.23,30.3,59.2,4,1
0.95,20.71,63.7,18.5,26.7,5,0
8.01,31.34,53.02,25.6,29.3,5,0
0.9,11.77,60.68,39.7,18.6,4,0
10.95,66.07,157.64,44.9,35.7,12,0
5.44,58.88,176.57,22.1,41.6,9,0
16.7,64.51,191.32,27.3,38.7,15,0
12.06,50.06,125.18,31.8,26.0,7,0
29.52,155.79,351.87,34.2,52.8,4,1
0.89,49.8,108.64,25.5,31.8,3,0
5.52,19.48,50.66,35.4,15.0,15,0
4.38,18.78,47.6,28.2,18.0,10,0
1.11,22.09,68.57,31.9,36.7,7,0
0.83,10.71,55.2,36.4,27.9,7,0
37.44,115.71,246.67,32.1,52.1,5,1
0.3,3.06,113.86,28.5,35.7,4,0
12.42,126.19,242.89,31.1,46.3,6,0
9.87,88.38,147.5,31.3,33.2,9,0
9.23,40.48,109.61,29.0,32.9,8,0
0.1,52.72,142.59,29.9,41.5,5,0
28.44,100.15,208.56,44.8,45.0,12,1
4.79,22.94,58.43,36.5,26.7,5,0
31.14,163.9,326.17,29.6,51.8,6,1
2.51,33.99,112.99,37.6,33.8,7,0
2.53,56.89,167.89,29.3,34.1,6,0
0.87,18.65,37.79,41.4,26.3,11,0
6.73,36.16,77.37,35.0,24.2,6,0
6.24,26.11,48.82,31.1,23.1,4,0
0.64,14.33,35.32,35.6,18.4,8,0
3.78,35.82,82.3,19.4,26.0,8,0
6.6,90.38,199.46,23.0,36.5,2,0
4.08,40.08,102.16,22.4,38.7,6,0
6.73,33.49,74.04,33.1,22.9,4,0
10.17,43.66,108.98,45.9,32.8,8,0
6.95,77.64,138.1,49.9,29.1,2,0
5.74,25.86,96.74,37.1,29.9,2,0
11.53,60.82,191.63,36.0,40.6,7,0
13.85,85.1,142.68,17.6,25.0,2,0
2.95,85.2,184.15,27.7,31.4,9,0
1.14,37.74,64.24,25.7,21.7,6,0
10.22,39.44,80.73,27.0,21.6,4,0
1.44,16.15,38.47,30.7,24.3,11,0
15.87,76.55,202.97,28.2,41.5,2,0
0.14,59.97,123.35,16.2,27.0,4,0
15.25,227.13,389.26,38.0,59.5,6,1
5.34,36.91,112.45,23.4,29.1,11,0
8.94,74.98,157.5,33.9,35.3,7,0
3.05,13.39,29.1,48.6,19.8,8,0
28.76,99.97,244.18,24.6,46.9,9,0
1.55,17.84,41.44,12.0,32.3,4,0
1.84,99.14,188.29,29.7,42.7,11,0
0.32,1.28,133.68,40.8,40.3,9,0
16.93,84.19,230.47,47.7,36.0,7,0
3.65,79.21,124.68,22.2,29.1,5,0
6.74,31.65,92.19,36.0,32.0,7,0
6.98,36.46,70.86,28.3,34.6,7,0
12.45,86.35,327.73,31.2,56.0,6,0
6.56,63.62,239.07,53.2,38.8,14,0
4.95,33.82,68.74,20.0,24.7,3,0
7.43,97.1,237.64,34.0,45.4,9,1
8.34,30.53,71.26,35.7,26.3,8,0
1.23,64.34,141.68,40.7,30.2,8,0
0.7,37.97,82.06,32.8,26.8,8,0
0.47,12.86,35.54,34.5,23.5,9,0
2.81,51.55,160.46,28.9,30.6,9,0
4.13,21.49,60.26,34.2,30.9,5,0
5.74,28.76,119.97,29.3,29.8,8,0
19.03,114.19,353.98,37.0,55.0,6,1
2.41,10.04,79.74,29.0,33.1,15,0
8.58,35.94,93.34,35.0,28.7,11,0
4.55,28.57,86.69,31.8,33.6,8,0
1.49,8.88,45.88,41.0,19.4,9,0
5.73,73.81,193.17,31.6,41.5,4,0
20.5,133.4,185.25,17.8,42.7,14,0
0.8,19.03,66.06,42.1,22.5,5,0
4.25,28.34,100.99,24.8,29.2,7,0
0.32,20.57,92.3,26.8,28.4,8,0
2.32,13.93,138.18,27.2,34.9,8,0
5.82,32.4,53.28,43.0,27.7,8,0
11.04,50.2,121.69,14.9,27.6,11,0
7.86,38.88,75.97,57.1,27.3,8,0
3.73,40.17,85.13,40.4,36.5,6,0
70.11,329.15,590.24,33.8,84.3,8,1
2.16,42.8,64.62,31.6,30.4,3,0
8.41,54.88,134.36,34.3,32.5,8,0
3.85,20.78,117.69,36.2,42.4,7,0
13.73,97.95,142.17,37.2,39.4,8,1
9.58,103.17,184.4,36.4,38.6,2,0
13.9,106.84,206.52,32.7,41.8,7,1
1.45,7.12,38.58,30.4,21.6,6,0
6.62,45.27,135.93,30.8,35.6,4,0
8.05,61.38,103.37,30.4,33.3,7,0
8.14,38.58,90.11,41.1,32.5,9,0
4.21,133.71,209.27,36.7,40.0,9,1
0.07,8.85,139.31,12.0,26.6,11,0
1.82,14.26,110.57,37.2,32.3,11,0
60.9,237.63,456.81,33.6,69.2,6,1
11.46,38.46,68.24,31.9,21.9,6,0
11.03,112.59,244.0,28.9,43.9,7,0
0.66,16.47,38.18,41.0,30.5,8,0
17.95,82.81,211.72,39.6,35.2,5,0
1.21,28.85,51.73,25.8,23.8,9,0
37.37,119.87,209.15,35.3,48.4,6,1
1.45,39.8,99.43,24.2,30.7,8,0
11.81,88.03,155.98,21.0,33.0,7,0
8.3,51.97,154.26,27.0,35.4,9,0
2.62,87.15,208.06,38.9,44.9,2,0
6.87,42.38,92.35,39.6,28.2,10,0
1.22,33.01,80.88,36.1,31.1,6,0
2.89,72.67,212.25,37.8,42.4,7,0
2.84,37.51,111.7,36.1,32.8,9,0
1.63,19.21,68.17,26.9,30.1,11,0
48.17,125.09,362.15,35.5,54.7,2,1
6.82,55.82,134.89,38.4,28.8,9,0
1.97,91.58,397.46,38.0,62.1,6,1
1.66,23.01,54.04,41.5,24.7,8,0
0.11,10.78,44.98,37.7,22.3,3,0
2.55,28.39,64.65,34.8,29.1,9,0
4.49,47.08,102.31,40.6,36.6,6,0
1.95,6.83,16.86,31.8,20.9,2,0
7.23,83.19,135.01,24.9,33.5,4,0
3.18,66.96,119.28,30.7,26.0,6,0
2.28,27.12,51.48,26.0,24.0,7,0
16.79,63.48,97.75,26.6,30.9,12,0
1.83,35.81,120.69,30.8,32.0,8,0
3.05,15.18,41.49,25.7,22.3,10,0
2.89,28.65,71.0,29.5,30.7,8,0
1.66,9.2,15.9,16.9,21.9,6,0
1.47,26.25,43.74,33.7,37.3,6,0
2.16,17.23,104.75,32.0,31.5,8,0
49.67,263.95,563.07,25.5,62.6,7,1
8.74,68.41,205.5,37.3,35.0,10,0
6.86,183.31,322.65,39.5,54.9,12,1
46.25,178.68,326.19,19.1,49.4,6,1
4.25,14.11,31.31,25.9,20.2,8,0
1.86,21.37,61.46,25.8,19.9,3,0
0.46,3.48,67.27,24.5,24.3,4,0
2.41,13.74,107.52,38.6,31.7,14,0
4.11,37.95,84.65,30.4,30.4,5,0
0.35,23.6,45.37,29.9,19.4,7,0
0.55,2.92,8.14,16.0,24.8,5,0
50.72,166.32,370.11,37.1,51.1,6,1
2.74,27.56,53.86,22.1,27.6,4,0
3.0,18.28,60.12,32.5,27.7,7,0
0.75,53.66,163.7,34.2,31.7,8,0
1.54,10.64,64.48,42.9,21.2,9,0
1.82,14.45,24.34,21.5,24.3,9,0
0.42,5.55,12.12,12.0,18.4,9,0
2.37,9.48,73.31,33.5,26.4,10,0
0.45,53.92,141.14,46.4,37.6,7,0
7.29,35.08,104.1,41.9,32.8,7,0
2.93,40.61,88.82,33.7,24.3,8,0
2.37,19.96,113.24,28.1,31.1,9,0
0.81,27.87,98.21,38.5,25.1,6,0
1.54,72.66,237.0,24.2,48.1,7,0
1.59,52.71,123.51,35.8,40.0,8,0
25.28,108.36,247.15,36.0,40.5,6,1
10.82,76.83,165.56,40.5,36.4,5,0
0.09,15.27,123.64,54.1,37.0,5,0
5.76,25.3,61.19,35.1,26.2,6,0
44.43,223.88,380.08,27.9,60.8,6,1
0.66,77.05,161.97,31.8,36.5,11,0
65.62,226.83,390.0,17.8,53.7,8,1
0.85,39.32,154.15,26.4,36.0,8,0
3.52,19.63,97.68,28.7,35.4,3,0
6.0,30.68,88.66,27.8,30.4,11,0
4.85,69.08,321.02,33.2,60.2,5,0
22.8,122.13,206.7,25.4,31.8,12,0
9.24,33.06,129.85,41.0,34.9,8,0
8.93,49.9,84.88,32.0,25.2,5,0
2.64,48.21,90.27,31.9,24.6,3,0
0.05,19.02,40.54,29.4,30.7,10,0
7.95,28.7,53.02,33.2,24.0,3,0
49.35,154.92,242.23,38.6,42.5,6,1
3.12,77.06,123.79,25.1,34.1,11,0
25.41,111.48,202.56,26.7,29.5,3,0
0.92,36.69,76.93,29.6,34.5,5,0
2.11,46.53,91.22,21.2,38.6,7,0
1.12,6.45,82.13,25.4,32.8,7,0
3.87,31.99,152.45,28.2,37.3,7,0
9.57,49.68,192.89,39.0,38.2,5,0
2.5,13.42,65.5,34.1,21.2,10,0
14.2,59.35,135.33,33.5,39.5,8,0
4.72,52.32,178.24,38.8,42.4,4,0
3.76,20.91,66.35,30.9,28.9,10,0
9.28,38.53,89.85,35.1,30.7,8,0
0.64,10.18,24.15,31.2,23.9,8,0
8.92,41.14,66.15,34.1,24.0,10,0
1.67,22.17,93.59,27.3,41.9,6,0
1.98,42.89,111.44,12.5,29.7,11,0
5.49,24.56,70.95,30.9,25.0,7,0
13.93,40.36,55.0,43.4,31.1,8,0
5.18,45.71,99.23,39.4,29.8,4,0
6.28,46.78,134.1,39.7,33.3,8,0
8.99,57.09,112.99,41.9,38.4,10,0
1.8,14.34,39.66,32.7,27.4,8,0
10.53,84.75,193.18,33.6,43.0,7,0
3.25,26.45,74.22,27.1,20.3,9,0
1.16,28.52,158.68,29.5,37.9,4,0
2.59,9.1,98.4,36.9,24.8,8,0
1.7,11.83,18.78,41.6,19.6,10,0
1.56,43.92,98.85,30.9,30.8,4,0
1.99,14.73,33.8,28.4,23.2,9,0
1.2,6.27,38.77,32.0,27.1,10,0
6.61,41.68,103.59,36.8,34.2,11,0
5.2,35.05,84.9,20.4,32.7,1,0
6.27,45.54,128.26,13.6,26.1,9,0
2.53,33.41,76.45,27.6,39.5,6,0
37.31,113.06,409.05,22.2,60.8,10,0
0.83,19.79,32.49,27.9,29.3,5,0
5.08,85.62,151.95,30.8,22.6,6,0
1.93,25.63,76.08,28.4,26.3,3,0
4.5,36.78,121.03,43.6,24.8,8,0
2.35,18.11,55.48,34.6,21.2,8,0
9.38,79.66,283.94,34.4,48.6,6,0
13.31,55.16,117.23,37.0,30.0,7,0
8.14,43.88,78.35,22.9,34.4,8,0
1.16,15.98,105.27,40.3,39.4,12,0
1.93,29.86,91.03,31.4,24.3,6,0
15.11,64.06,141.34,37.4,31.7,4,0
3.45,43.8,128.43,23.4,27.7,5,0
17.0,50.66,119.69,19.6,37.7,8,0
2.99,23.58,48.52,38.5,25.6,4,0
18.19,107.49,217.89,35.0,42.0,9,1
15.6,52.71,115.01,24.8,33.1,7,0
6.48,30.37,61.94,25.0,24.6,7,0
0.05,17.38,128.35,41.0,28.6,8,0
3.07,106.92,241.04,22.5,44.4,9,0
14.53,57.91,86.31,45.1,27.3,8,0
12.98,38.42,89.16,24.8,30.7,9,0
1.25,27.13,102.75,37.1,22.1,13,0
3.06,19.86,84.12,29.4,29.3,3,0
10.83,41.11,81.98,36.8,24.8,4,0
5.17,62.44,196.31,27.6,40.4,8,0
11.28,42.66,100.33,30.7,34.6,7,0
10.51,62.5,102.64,32.3,27.5,7,0
67.23,236.5,504.23,24.0,76.4,5,1
0.75,62.18,104.2,37.9,21.7,7,0
0.94,93.98,200.79,27.9,47.8,14,0
0.52,18.2,54.43,30.2,31.6,11,0
16.43,82.91,223.93,24.0,38.0,8,0
40.57,155.7,217.27,12.0,37.3,8,0
0.4,11.08,119.45,30.5,24.5,5,0
2.33,16.42,70.37,51.3,31.6,10,0
2.6,92.97,179.09,38.3,36.3,10,0
9.95,53.64,122.09,31.8,30.2,8,0
7.98,27.22,164.67,29.9,30.9,4,0
7.02,70.35,150.87,32.2,44.1,8,0
0.13,23.4,58.85,36.4,21.0,6,0
14.49,64.4,143.35,22.6,34.5,11,0
39.67,152.26,327.52,40.9,53.8,9,1
5.95,35.12,65.14,37.7,24.5,6,0
0.38,67.32,140.99,37.7,31.1,8,0
0.51,69.83,136.0,35.5,31.8,11,0
0.06,9.55,74.34,32.2,30.3,10,0
5.01,60.52,167.0,37.4,35.0,8,0
5.96,34.61,99.2,36.7,38.0,9,0
0.31,27.69,60.26,29.2,22.1,3,0
2.06,17.23,89.35,27.4,32.7,10,0
11.44,66.14,171.19,32.8,28.3,9,0
0.64,10.33,43.85,44.4,20.5,6,0
1.46,5.85,28.26,22.1,18.7,10,0
3.31,17.88,33.6,20.3,17.8,10,0
11.08,37.6,130.1,33.3,34.4,3,0
1.77,98.72,240.54,32.4,43.5,5,1
35.14,196.82,432.84,33.4,51.9,3,1
2.63,54.5,162.09,34.0,46.2,10,0
2.93,17.23,103.64,30.2,31.2,15,0
0.78,18.01,28.91,43.9,22.9,10,0
6.84,34.7,102.55,19.2,36.8,8,0
1.67,19.34,94.72,25.4,34.4,7,0
5.95,19.38,195.95,31.2,38.1,9,0
1.52,23.65,51.96,18.9,15.4,4,0
52.75,186.36,373.17,30.6,60.1,5,1
11.66,71.28,231.35,45.3,38.3,8,0
8.06,55.72,103.41,32.2,36.5,9,0
1.01,14.11,48.64,33.8,21.0,6,0
5.61,41.88,105.42,21.9,28.3,10,0
5.94,31.72,102.11,27.1,23.5,10,0
0.57,9.57,32.43,29.0,16.9,7,0
3.76,26.22,126.57,29.5,32.1,2,0
1.81,47.66,93.44,42.3,28.3,3,0
3.78,16.83,70.26,36.5,24.6,7,0
9.01,52.29,117.48,23.1,42.0,9,0
1.03,9.42,31.17,34.0,26.1,5,0
0.79,11.66,23.05,36.0,22.4,5,0
1.88,14.75,132.82,41.1,19.5,4,0
18.25,94.31,170.17,44.6,41.1,1,0
8.27,39.95,111.97,23.9,46.2,6,0
0.12,32.35,110.76,25.5,30.1,9,0
3.08,19.34,30.51,21.9,19.0,7,0
1.79,7.24,55.06,30.1,26.3,6,0
6.1,54.39,102.6,35.7,23.1,12,0
3.69,17.25,85.1,39.9,30.8,3,0
20.03,58.91,101.22,31.4,37.6,8,0
1.48,15.7,85.16,29.4,25.2,6,0
5.32,57.4,140.29,33.2,30.8,4,0
7.23,44.48,87.31,25.3,28.3,3,0
10.48,33.65,76.43,48.7,25.1,10,0
3.14,33.99,64.11,19.1,18.8,5,0
6.97,58.76,194.88,33.5,37.6,5,0
2.17,19.39,45.57,48.2,21.6,12,0
3.43,16.57,46.89,32.1,31.5,6,0
13.56,76.15,164.72,30.5,42.2,5,0
17.96,80.63,369.95,29.1,64.0,4,0
7.61,26.41,74.07,30.6,31.4,6,0
2.81,38.13,59.14,43.0,26.9,2,0
10.29,60.71,162.39,14.3,31.9,5,0
0.16,35.57,236.0,44.3,50.2,7,0
0.65,7.81,44.16,20.6,26.2,8,0
6.5,32.29,76.31,29.9,21.4,8,0
2.07,27.03,61.36,28.6,21.6,7,0
18.14,73.07,109.54,36.7,24.6,7,0
3.44,23.4,54.54,19.2,15.2,6,0
3.37,44.8,114.29,35.7,33.4,12,0
6.8,50.28,154.56,48.2,29.3,11,0
8.75,67.33,195.52,21.1,35.8,5,0
3.87,18.33,88.55,33.5,29.0,11,0
1.44,38.89,76.92,26.7,26.8,7,0
8.9,53.52,134.74,35.4,29.9,9,0
2.32,10.95,52.21,32.2,32.8,4,0
1.16,10.08,41.28,26.9,16.5,8,0
5.99,24.23,79.57,35.9,20.5,4,0
0.57,17.38,34.89,46.4,25.8,7,0
21.32,94.43,179.49,30.5,34.8,6,0
6.0,127.62,210.51,37.8,37.7,11,1
25.57,150.17,326.12,21.7,47.2,3,0
2.48,51.91,112.25,24.3,32.9,8,0
21.29,106.11,245.33,35.8,45.7,10,1
0.94,45.0,158.06,43.9,36.4,6,0
0.25,8.49,116.78,34.8,28.8,9,0
57.73,186.11,526.7,29.5,68.9,10,1
3.75,27.24,135.13,32.0,32.7,4,0
50.59,186.86,524.28,22.0,77.3,6,1
4.31,17.45,66.95,36.8,34.5,7,0
2.38,29.96,175.79,39.1,43.1,8,0
2.45,12.9,59.62,28.4,28.5,7,0
6.06,49.68,143.6,28.2,39.3,8,0
1.07,67.46,148.1,34.1,28.9,5,0
8.73,40.72,117.5,28.5,28.2,4,0
5.23,38.14,147.78,31.5,37.4,5,0
14.79,79.03,166.87,48.8,36.1,6,0
2.72,15.83,36.88,30.0,25.4,6,0
24.35,135.59,312.11,29.1,56.1,11,0
5.15,77.43,163.12,26.8,40.4,6,0
21.76,77.27,207.09,38.0,35.3,5,0
0.16,1.24,28.47,30.6,22.9,4,0
7.81,113.46,169.15,26.8,32.3,8,0
10.18,104.84,229.38,42.6,39.1,3,1
0.33,14.97,79.3,43.4,19.4,6,0
5.19,20.4,52.05,27.2,25.9,10,0
9.72,59.59,165.66,17.1,27.6,10,0
4.94,22.12,59.92,40.1,28.0,2,0
0.4,70.27,143.82,26.5,41.2,6,0
7.09,68.84,199.56,38.3,42.6,9,0
0.38,27.29,108.45,16.2,31.1,3,0
10.21,51.9,89.4,39.1,36.6,7,0
0.26,30.93,60.7,22.3,27.7,7,0
0.89,11.05,29.18,37.8,18.6,4,0
1.93,7.63,97.65,32.1,30.4,7,0
6.02,44.19,161.07,24.4,45.9,8,0
22.47,87.75,183.73,28.7,32.9,5,0
0.75,38.86,66.89,37.5,19.8,8,0
0.92,53.58,114.49,32.8,34.5,7,0
2.76,18.67,111.94,36.7,30.1,12,0
10.86,47.45,101.16,47.8,27.5,8,0
3.78,32.36,83.56,19.5,22.1,11,0
2.33,16.48,78.7,44.9,18.1,5,0
4.94,53.23,92.69,32.8,22.0,7,0
1.81,26.48,53.57,24.8,33.4,5,0
3.08,69.75,130.77,21.4,33.0,3,0
2.43,34.27,105.24,30.5,20.7,11,0
9.78,34.79,118.26,39.4,37.7,7,0
15.48,50.07,100.76,31.0,36.3,8,0
8.55,35.06,81.59,44.1,34.3,8,0
3.47,23.83,62.25,20.4,24.1,8,0
56.37,238.12,337.75,31.9,52.4,1,1
0.8,8.16,18.77,22.0,22.6,2,0
8.24,131.52,289.65,34.9,56.0,4,1
5.45,19.14,142.99,39.1,31.5,4,0
13.96,70.28,195.87,28.6,35.8,5,0
1.34,4.61,58.84,12.0,29.4,11,0
8.56,38.42,108.12,33.6,36.9,9,0
6.92,28.53,120.84,35.5,31.8,2,0
53.13,196.58,372.98,35.2,60.7,7,1
6.6,44.77,115.38,41.9,32.1,9,0
51.73,250.99,442.14,23.4,63.0,5,1
15.04,63.38,119.96,37.4,27.8,9,0
7.63,56.54,120.67,41.5,26.3,10,0
0.3,47.76,166.31,17.8,33.6,2,0
12.35,94.92,166.27,34.6,31.7,8,1
6.43,50.91,84.91,28.0,29.9,9,0
2.23,12.05,54.48,31.3,31.5,6,0
1.24,86.03,188.54,34.8,39.9,6,0
0.74,76.93,250.56,28.1,40.5,7,0
0.31,32.17,68.81,26.6,31.2,4,0
8.42,45.91,129.85,32.3,34.5,14,0
1.61,12.05,59.05,23.3,28.4,14,0
51.64,265.98,600.0,23.3,77.4,5,1
3.04,61.7,142.93,37.4,40.0,11,0
56.41,171.07,301.44,22.8,55.8,7,1
1.11,28.71,61.66,37.3,25.2,11,0
0.27,6.24,13.15,35.7,24.9,10,0
1.26,14.87,40.92,18.2,29.6,6,0
6.82,57.81,135.65,26.6,31.2,12,0
0.51,2.09,25.15,41.6,22.1,4,0
4.86,41.68,96.37,24.2,30.0,9,0
0.95,38.8,114.39,28.3,26.0,9,0
1.31,14.99,56.45,35.7,27.9,3,0
3.0,10.2,45.51,38.3,29.7,10,0
0.64,44.61,64.88,30.0,25.8,11,0
1.14,8.31,106.08,27.2,32.3,5,0
2.58,19.63,72.79,43.4,34.3,4,0
2.4,37.49,74.85,45.9,25.5,13,0
8.3,72.79,139.89,39.8,35.8,9,0
0.47,50.95,88.82,32.7,26.0,5,0
11.82,54.84,117.17,25.5,28.7,9,0
10.16,54.19,96.64,25.4,31.4,12,0
8.71,81.83,209.59,36.2,42.2,6,0
2.22,29.54,226.2,35.3,45.4,5,0
10.39,57.59,97.55,43.2,30.1,7,0
1.21,18.36,26.2,37.2,24.9,9,0
0.8,14.91,39.9,20.0,32.3,5,0
0.28,17.17,64.23,40.4,31.7,4,0
60.48,180.96,343.46,24.0,56.0,7,1
2.21,18.98,93.44,28.9,31.9,7,0
14.98,176.25,310.41,34.0,49.5,8,1
1.91,17.73,69.19,48.0,26.1,6,0
14.29,50.46,129.11,56.9,35.4,10,0
14.06,55.19,153.81,36.9,35.8,5,0
15.44,88.61,122.76,30.5,36.2,5,0
4.11,74.23,187.32,36.3,45.1,5,0
12.06,83.16,162.73,39.1,35.8,12,0
18.07,95.19,238.55,29.4,33.8,13,0
2.35,55.71,124.58,46.4,42.6,5,0
3.26,71.68,117.5,33.8,28.5,10,0
7.62,32.22,94.84,36.0,30.5,9,0
45.93,220.99,486.62,37.3,72.3,9,1
8.41,47.88,71.44,35.4,34.2,4,0
0.46,13.76,49.23,38.7,34.0,12,0
4.45,45.19,65.15,27.1,24.7,8,0
